Sample_Name,ROH_40,ROH_frac
Boltonia_173,36056110,0.08235749200548195
Boltonia_174,41168838,0.09403571950662402
Boltonia_175,67758433,0.15477029008679763
Boltonia_176,29497639,0.06737697350388305
Boltonia_177,57718407,0.13183738465052536
Boltonia_178,28706837,0.06557066468707172
Boltonia_179,66136021,0.15106446094106898
Boltonia_180,57752301,0.1319148035632709
Boltonia_181,48840422,0.11155875285518502
Boltonia_182,88847661,0.20294120831429877
Boltonia_183,54467853,0.12441263819095477
Boltonia_184,64222048,0.14669266331658293
Boltonia_185,70029678,0.15995814984010964
Boltonia_186,79237195,0.1809894814984011
Boltonia_187,58912695,0.13456531521242576
Boltonia_188,38727826,0.08846008679762449
Boltonia_189,39612325,0.09048041343079032
Boltonia_190,73126125,0.167030893101873
Boltonia_191,60689413,0.13862360210141617
Boltonia_192,71018449,0.16221664915486522
Boltonia_193,75976977,0.1735426610324349
Boltonia_194,46395146,0.10597338053905893
Boltonia_195,75785158,0.1731045180447693
Boltonia_196,28818952,0.0658267519415258
Boltonia_197,61752491,0.14105182960255824
Boltonia_198,55577852,0.12694804020100503
Boltonia_200,47171810,0.10774739607126542
Boltonia_201,70332843,0.1606506235724075
Boltonia_202,47819629,0.10922711055276382
Boltonia_203,56383648,0.12878859753312014
Boltonia_204,55187844,0.12605720420283234
Boltonia_205,117202895,0.26770875970762903
Boltonia_207,45281960,0.10343069894929191
Boltonia_208,50590694,0.11555663316582915
Boltonia_209,110421614,0.25221931018730015
Boltonia_210,52958830,0.12096580630424851
Boltonia_211,46775051,0.10684113978985839
Boltonia_212,42218059,0.09643229556875285
Boltonia_213,45269317,0.10340182046596619
Boltonia_214,50861557,0.11617532434901781
Boltonia_215,65744635,0.15017047738693468
Boltonia_217,50374045,0.11506177478300594
Boltonia_218,78979788,0.18040152581087254
Boltonia_219,67229327,0.15356173366834172
Boltonia_220,47616977,0.10876422338967565
Boltonia_221,46516304,0.1062501233439927
Boltonia_222,45343832,0.10357202375513934
Boltonia_224,59466997,0.13583142302421197
Boltonia_225,66404163,0.15167693695751486
Boltonia_226,41543494,0.09489148926450434
Boltonia_227,79434543,0.18144025354042942
Boltonia_228,57171388,0.1305879122887163
Boltonia_229,45713942,0.10441740977615349
Boltonia_230,56782506,0.12969964824120603
Boltonia_231,40801952,0.09319769757880311
Boltonia_232,51526987,0.11769526496116949
Boltonia_233,69883973,0.15962533805390589
Boltonia_234,41133374,0.0939547144814984
Boltonia_235,44183323,0.100921249428963
Boltonia_236,42834103,0.09783943124714481
Boltonia_237,44097615,0.10072547967108268
Boltonia_238,58492991,0.13360664915486523
Boltonia_239,40695761,0.09295514161717679
Boltonia_240,52330750,0.1195311786203746
Boltonia_241,46594439,0.10642859524897214
Boltonia_242,41733621,0.0953257674737323
Boltonia_243,51016350,0.11652889447236181
Boltonia_244,52700994,0.12037687071722247
Boltonia_245,46070407,0.10523162859753311
Boltonia_246,82848416,0.18923804476930106
Boltonia_247,52722021,0.12042489949748744
Boltonia_248,72918349,0.1665563019643673
Boltonia_249,54101626,0.12357612151667428
Boltonia_250,129296532,0.29533241662859755
Boltonia_251,53548393,0.12231245545911375
Boltonia_253,36104504,0.08246803106441297
Boltonia_254,78894689,0.18020714709913202
Boltonia_255,31854323,0.07275998857925993
Boltonia_256,89588867,0.2046342325262677
Boltonia_257,73072663,0.16690877798081316
Boltonia_258,56670652,0.1294441571493833
Boltonia_259,87132804,0.19902422110552764
Boltonia_260,36769368,0.0839866788487894
Boltonia_261,60669639,0.13857843535861125
Boltonia_262,41234626,0.09418598903608953
Boltonia_263,53296454,0.12173698949291914
Boltonia_264,90971302,0.20779191868433075
Boltonia_265,57926806,0.13231339881224302
Boltonia_267,79335116,0.18121314755596163
Boltonia_268,84695003,0.19345592279579718
Boltonia_269,42105839,0.09617596847875742
Boltonia_270,44618606,0.10191550022841481
Boltonia_271,81218530,0.1855151439013248
Boltonia_272,43041467,0.09831308131566925
Boltonia_273,51912954,0.11857687071722248
Boltonia_274,111023555,0.2535942325262677
Boltonia_275,52587912,0.12011857469164001
Boltonia_276,40098002,0.09158977158519872
Boltonia_277,106765442,0.24386807217907722
Boltonia_278,77277417,0.17651305847418913
Boltonia_279,67313599,0.15375422338967565
Boltonia_280,85695660,0.1957415714938328
Boltonia_281,61470432,0.14040756509821836
Boltonia_282,66930640,0.15287948835084514
Boltonia_283,31105589,0.07104976930105071
Boltonia_284,55615423,0.12703385792599362
Boltonia_285,52301226,0.11946374143444495
Boltonia_286,43142778,0.09854449063499315
Boltonia_287,51835288,0.11839947007766104
Boltonia_288,87634467,0.20017009365006852
Boltonia_289,101031454,0.23077079488350846
Boltonia_290,51980865,0.11873198949291915
Boltonia_291,66475331,0.15183949520328918
Boltonia_292,41438944,0.09465268158976702
Boltonia_293,44109178,0.1007518912745546
Boltonia_294,65347841,0.1492641411603472
Boltonia_295,49012203,0.1119511260849703
Boltonia_296,43416581,0.09916989721333942
Boltonia_298,56649739,0.12939638876199178
Boltonia_299,71440280,0.16318017359524897
Boltonia_301,41801713,0.09548129968021928
Boltonia_302,93171974,0.21281857925993605
Boltonia_303,52811827,0.12063002969392417
Boltonia_304,45896428,0.10483423481041572
Boltonia_305,43437056,0.09921666514390133
Boltonia_306,68934059,0.15745559387848332
Boltonia_307,39834549,0.09098800593878484
Boltonia_308,60003262,0.13705633165829145
Boltonia_309,53487516,0.12217340338053906
Boltonia_310,107739948,0.24609398812243033
Boltonia_311,110789791,0.25306028095020555
Boltonia_312,91674861,0.20939895157606214
Boltonia_313,51632647,0.11793660804020101
Boltonia_315,44400646,0.10141764732754682
Boltonia_316,114200020,0.2608497487437186
Boltonia_317,69038989,0.1576952695294655
Boltonia_318,54535162,0.12456638190954773
Boltonia_320,85242112,0.19470560073092735
Boltonia_321,32014363,0.07312554362722705
Boltonia_322,42914804,0.09802376427592507
Boltonia_323,46483851,0.10617599588853358
Boltonia_324,66969804,0.15296894472361808
Boltonia_325,59905708,0.13683350388305163
Boltonia_326,54859598,0.12530744175422567
Boltonia_327,68965496,0.15752740063956144
Boltonia_329,56001723,0.12791622430333485
Boltonia_330,49990263,0.11418515989036089
Boltonia_331,36747921,0.08393769072635907
Boltonia_332,78691138,0.17974220648698036
Boltonia_334,43795544,0.10003550479671083
Boltonia_335,76509248,0.1747584467793513
Boltonia_336,42503702,0.09708474645957058
Boltonia_337,154038620,0.3518470077661032
Boltonia_338,48222812,0.11014804020100502
Boltonia_339,86788435,0.19823763133851074
Boltonia_341,68879318,0.15733055733211512
Boltonia_342,51603056,0.1178690178163545
Boltonia_343,38863568,0.08877014161717679
Boltonia_344,54478058,0.1244359479214253
Boltonia_345,84524736,0.19306700776610325
Boltonia_349,78884242,0.1801832846048424
Boltonia_350,63125781,0.1441886272270443
Boltonia_351,59220038,0.13526733211512107
Boltonia_352,54628090,0.1247786432160804
Boltonia_353,54081607,0.12353039515760621
Boltonia_354,51701164,0.11809311100959342
Boltonia_355,77421850,0.1768429648241206
Boltonia_356,53215844,0.12155286432160804
Boltonia_358,42680750,0.09748915029693925
Boltonia_359,69394740,0.15850785746916402
Boltonia_360,68283495,0.15596960941068982
Boltonia_361,75936308,0.1734497670169027
Boltonia_362,68102459,0.15555609639104614
Boltonia_363,46187521,0.10549913430790316
Boltonia_364,45245796,0.10334809502055733
Boltonia_365,70692272,0.16147161260849702
Boltonia_366,83624275,0.19101022156235725
Boltonia_367,79575424,0.18176204659661946
Boltonia_368,34551744,0.07892129739607126
Boltonia_370,46467289,0.10613816582914573
Boltonia_371,45691368,0.10436584741891275
Boltonia_372,104258404,0.23814162631338512
Boltonia_373,69200679,0.15806459342165372
Boltonia_374,78381123,0.17903408634079487
Boltonia_375,55592472,0.12698143444495202
Boltonia_376,50466005,0.11527182503426223
Boltonia_377,60705407,0.13866013476473277
Boltonia_378,71563046,0.1634605893101873
Boltonia_379,48643069,0.11110796939241663
Boltonia_380,47239224,0.10790137962539972
Boltonia_381,65093798,0.14868386934673367
Boltonia_382,44500268,0.10164519872087711
Boltonia_383,63245003,0.1444609479214253
Boltonia_384,63423500,0.1448686614892645
Boltonia_385,45500668,0.10393026039287345
Boltonia_386,49343128,0.11270700776610325
Boltonia_387,48763134,0.11138221562357241
Boltonia_388,71491124,0.16329630881681134
Boltonia_389,67617197,0.15444768615806304
Boltonia_390,123145819,0.28128327775239836
Boltonia_392,54766475,0.1250947350388305
Boltonia_393,87792551,0.20053118090452263
Boltonia_394,77409940,0.17681576062128826
Boltonia_395,98626583,0.22527771356783918
Boltonia_396,77578223,0.1772001439013248
Boltonia_397,94578842,0.21603207400639562
Boltonia_398,46891752,0.10710770214709914
Boltonia_399,58079632,0.13266247601644587
Boltonia_400,83214067,0.1900732457743262
Boltonia_401,63504117,0.1450528026496117
Boltonia_402,44731274,0.10217285061671996
Boltonia_403,41881726,0.09566406121516674
Boltonia_404,52610955,0.12017120831429877
Boltonia_405,72253659,0.1650380516217451
Boltonia_408,67982311,0.1552816605756053
Boltonia_409,46337247,0.10584113065326634
Boltonia_411,47898008,0.10940613978985839
Boltonia_412,45771010,0.10454776153494746
Boltonia_413,44370451,0.10134867747830059
Boltonia_415,64185715,0.14660967336683417
Boltonia_417,58827238,0.13437011877569666
Boltonia_418,57289821,0.1308584307903152
Boltonia_420,51328443,0.11724176107811786
Boltonia_421,50943341,0.11636213111009594
Boltonia_422,68260016,0.1559159798994975
Boltonia_423,66732287,0.15242642074006396
Boltonia_424,67424769,0.15400815212425764
Boltonia_425,52793636,0.12058847875742348
Boltonia_426,51025194,0.11654909547738694
Boltonia_427,93545141,0.2136709479214253
Boltonia_428,41221311,0.09415557560529922
Boltonia_429,52269968,0.11939234353586112
Boltonia_430,88090117,0.20121086569209684
Boltonia_431,87840596,0.20064092279579718
Boltonia_432,94426313,0.21568367519415257
Boltonia_433,51890534,0.1185256601187757
Boltonia_434,102198254,0.23343593878483326
Boltonia_435,82109153,0.18754945865692096
Boltonia_436,118336978,0.2702991731384194
Boltonia_437,51524569,0.11768974189127455
Boltonia_438,43253202,0.09879671539515761
Boltonia_441,78808326,0.18000988122430334
Boltonia_442,67531458,0.15425184559159433
Boltonia_443,63796077,0.14571968250342623
Boltonia_444,51821600,0.11836820465966194
Boltonia_445,76192738,0.17403549109182276
Boltonia_446,61122441,0.13961270214709914
Boltonia_448,86241824,0.19698909090909092
Boltonia_449,63405657,0.14482790543627228
Boltonia_452,100552394,0.2296765509365007
Boltonia_453,70835821,0.1617994997715852
Boltonia_454,72141956,0.16478290543627228
Boltonia_455,60439829,0.13805351530379167
Boltonia_456,68034275,0.15540035404294197
Boltonia_457,44336174,0.10127038373686614
Boltonia_458,77285597,0.17653174280493375
Boltonia_459,65694517,0.1500560004568296
Boltonia_460,41342944,0.09443340338053906
Boltonia_461,55140720,0.12594956601187757
Boltonia_462,112015481,0.25585993832800363
Boltonia_463,57305437,0.13089410004568297
Boltonia_465,63116300,0.14416697121973504
Boltonia_466,27031361,0.061743629511192326
Boltonia_467,69559451,0.15888408177249885
Boltonia_468,75065747,0.17146127683873916
