Sample_Name,ROH_frac,Heterozygosity,Adapted_Latitude,Adapted_Longitude
Boltonia_075,0.10019897898583828,0.13180732649652804,39.7852777,-90.5902777
Boltonia_076,0.12053946094106899,0.12999257709417567,39.8672223,-90.5533333
Boltonia_077,0.12915306304248517,0.12735649524944795,40.8852777,-89.4583333
Boltonia_078,0.09139961854728186,0.13712007446568447,40.07116308939078,-90.429571958886
Boltonia_079,0.17610119232526267,0.1170560977230069,40.0672223,-90.4275
Boltonia_080,0.13484631110095935,0.12144962608489965,40.8852777,-89.4583333
Boltonia_081,0.12724804020100502,0.1253289021865583,41.34414603458205,-89.55849691836283
Boltonia_083,0.15056414801279122,0.12083131035282499,38.96139842380207,-90.51481032460988
Boltonia_084,0.11919530835998172,0.12896768877884782,40.0672223,-90.4275
Boltonia_085,0.1114641434444952,0.13183636568869797,40.8852777,-89.4583333
Boltonia_086,0.13509085427135678,0.1244539474092637,39.7852777,-90.5902777
Boltonia_087,0.11357313841936957,0.12973998404881212,41.045,-89.4311111
Boltonia_088,0.10677200776610324,0.13076887970888643,40.2047222,-90.1994444
Boltonia_089,0.11818588853357698,0.12815474707820232,41.045,-89.4311111
Boltonia_090,0.12417572635906807,0.12623420365216467,41.045,-89.4311111
Boltonia_091,0.1637141799908634,0.11989138413707676,38.96139842380207,-90.51481032460988
Boltonia_092,0.16509090680676108,0.1207804758379476,40.2047222,-90.1994444
Boltonia_093,0.10598543627227044,0.13164909459522822,40.4925,-89.9022222
Boltonia_094,0.08511670854271357,0.13640657812625423,39.7852777,-90.5902777
Boltonia_095,0.0901786980356327,0.13365874351464735,40.4925,-89.9022222
Boltonia_096,0.1545155893101873,0.12614543421079882,39.8672223,-90.5533333
Boltonia_097,0.2946620694380996,0.09192640299096713,40.07116308939078,-90.429571958886
Boltonia_098,0.11562655093650069,0.1293510996997588,40.7222223,-89.5519444
Boltonia_099,0.10969829145728643,0.13014389964444573,40.4925,-89.9022222
Boltonia_100,0.20743339195979899,0.11039922197145666,40.2047222,-90.1994444
Boltonia_101,0.09679113750571038,0.13315873984276236,40.0672223,-90.4275
Boltonia_102,0.2086741274554591,0.1067116069540223,38.96139842380207,-90.51481032460988
Boltonia_103,0.24591576062128825,0.10211106991793022,38.96139842380207,-90.51481032460988
Boltonia_105,0.11696906578346276,0.12772260440656635,40.7222223,-89.5519444
Boltonia_106,0.15341607583371403,0.12190640742487034,40.2047222,-90.1994444
Boltonia_107,0.11085043398812243,0.1260506947180707,40.8852777,-89.4583333
Boltonia_108,0.14685874143444494,0.11960852688982421,40.7222223,-89.5519444
Boltonia_109,0.11878256281407035,0.12610909304524157,39.8672223,-90.5533333
Boltonia_110,0.1519142142530836,0.12170264433594671,40.2047222,-90.1994444
Boltonia_111,0.10131103243490178,0.13131565694878797,40.4925,-89.9022222
Boltonia_112,0.11086656920968478,0.1293991370584313,40.4925,-89.9022222
Boltonia_113,0.11203566240292372,0.13032941591038674,40.2047222,-90.1994444
Boltonia_114,0.07469830973047054,0.14158399152753784,38.6494444,-90.1161111
Boltonia_115,0.08782814984010964,0.13617847268906627,40.07116308939078,-90.429571958886
Boltonia_116,0.16519639789858384,0.11782163955107416,40.7222223,-89.5519444
Boltonia_117,0.13033037916857013,0.12769765989034942,40.4925,-89.9022222
Boltonia_118,0.10895123572407492,0.1292188787331382,40.0672223,-90.4275
Boltonia_119,0.10029983097304705,0.13166075179256898,40.0672223,-90.4275
Boltonia_120,0.21520171539515762,0.10825979045532894,40.2047222,-90.1994444
Boltonia_121,0.25014873458200093,0.09935979653491062,40.2047222,-90.1994444
Boltonia_123,0.12194724074920055,0.12611815546584623,40.8852777,-89.4583333
Boltonia_124,0.11664768158976702,0.1271392980403657,40.8852777,-89.4583333
Boltonia_125,0.18448248515303792,0.11440779521409275,41.045,-89.4311111
Boltonia_126,0.1277960164458657,0.1276631669143405,38.86501904919102,-90.22302347588696
Boltonia_127,0.10258249885792599,0.1304956489308287,40.69584983597212,-89.54394792156027
Boltonia_128,0.11160689355870261,0.12772255372286032,40.69584983597212,-89.54394792156027
Boltonia_129,0.09479992233896757,0.13154705524481047,40.0672223,-90.4275
Boltonia_130,0.1148803220648698,0.12759887055910552,41.045,-89.4311111
Boltonia_131,0.22286232526267702,0.1075696280967616,41.34414603458205,-89.55849691836283
Boltonia_132,0.23333682503426223,0.10285628007037968,41.045,-89.4311111
Boltonia_133,0.10682263362265874,0.12945412686050806,40.0672223,-90.4275
Boltonia_134,0.12709735267245317,0.12414819107322858,41.34414603458205,-89.55849691836283
Boltonia_135,0.3854530927364093,0.07203910197059998,41.045,-89.4311111
Boltonia_136,0.11362145043398812,0.12989307696279512,39.7852777,-90.5902777
Boltonia_137,0.10980111694837826,0.1298636204239593,41.045,-89.4311111
Boltonia_138,0.11648652581087254,0.128529322827888,40.0672223,-90.4275
Boltonia_139,0.12255600959342165,0.1298858042344388,38.6891666,-90.0972222
Boltonia_140,0.15664218592964824,0.11841896361107872,40.07116308939078,-90.429571958886
Boltonia_141,0.16946565326633165,0.11817363123946074,38.6891666,-90.0972222
Boltonia_142,0.12440465052535404,0.12495128465303972,40.8852777,-89.4583333
Boltonia_143,0.25374965966194607,0.10098966525339004,41.34414603458205,-89.55849691836283
Boltonia_144,0.1754589972590224,0.1152754542421093,39.7852777,-90.5902777
Boltonia_145,0.13006664915486524,0.12562807149367028,38.86501904919102,-90.22302347588696
Boltonia_146,0.19936119004111466,0.11111061742667262,39.7852777,-90.5902777
Boltonia_147,0.1142395523069895,0.1286422345169408,40.4925,-89.9022222
Boltonia_148,0.09484042713567839,0.1288682318932055,40.0672223,-90.4275
Boltonia_149,0.5748395568752855,0.039601343667255484,40.2047222,-90.1994444
Boltonia_150,0.14686843992690726,0.12041834421972304,40.8852777,-89.4583333
Boltonia_151,0.1471755893101873,0.12125982233115763,39.7852777,-90.5902777
Boltonia_152,0.10376604385564185,0.12961395472435305,40.0672223,-90.4275
Boltonia_153,0.11174735267245317,0.13254051411841272,38.86501904919102,-90.22302347588696
Boltonia_154,0.1200706235724075,0.1277315776240187,41.34414603458205,-89.55849691836283
Boltonia_155,0.094441964367291,0.13333287057378695,38.6494444,-90.1161111
Boltonia_157,0.10166863636363636,0.1327246660352261,40.07116308939078,-90.429571958886
Boltonia_158,0.21504768615806305,0.10857681783107091,40.2047222,-90.1994444
Boltonia_159,0.10620639561443582,0.12839440014690173,40.4925,-89.9022222
Boltonia_160,0.1351810552763819,0.12365645859574191,39.7852777,-90.5902777
Boltonia_161,0.2039047875742348,0.11076807509020496,40.7222223,-89.5519444
Boltonia_162,0.20405147327546824,0.10954002016712264,40.07116308939078,-90.429571958886
Boltonia_163,0.12372923937871175,0.12556891623732455,41.045,-89.4311111
Boltonia_164,0.10530500685244404,0.1298390049137571,40.0672223,-90.4275
Boltonia_165,0.14204714938328003,0.12447360953168078,38.6891666,-90.0972222
Boltonia_167,0.09278509365006853,0.1324326195289568,40.0672223,-90.4275
Boltonia_168,0.11875781635449977,0.12699589858553864,40.69584983597212,-89.54394792156027
Boltonia_169,0.08179102558245774,0.13816255695567062,38.6494444,-90.1161111
Boltonia_170,0.11627517359524897,0.12880562642383162,40.8852777,-89.4583333
Boltonia_171,0.13055986523526725,0.12493510907902605,38.96139842380207,-90.51481032460988
Boltonia_172,0.2813578711740521,0.09629871175191008,40.2047222,-90.1994444
Boltonia_173,0.08235749200548195,0.1366882769690808,40.010555600000004,-90.4458333
Boltonia_174,0.09403571950662402,0.13251991894766932,40.0672223,-90.4275
Boltonia_175,0.15477029008679763,0.12106328627669,40.7222223,-89.5519444
Boltonia_176,0.06737697350388305,0.13979685166749628,38.6494444,-90.1161111
Boltonia_177,0.13183738465052536,0.1250404362888058,40.7222223,-89.5519444
Boltonia_178,0.06557066468707172,0.1425055583080834,38.6494444,-90.1161111
Boltonia_179,0.15106446094106898,0.12033027753995486,40.2047222,-90.1994444
Boltonia_180,0.1319148035632709,0.1256073275518723,41.045,-89.4311111
Boltonia_181,0.11155875285518502,0.1261051163364196,40.7222223,-89.5519444
Boltonia_182,0.20294120831429877,0.11082489437848034,41.34414603458205,-89.55849691836283
Boltonia_183,0.12441263819095477,0.1271247830349498,40.010555600000004,-90.4458333
Boltonia_184,0.14669266331658293,0.12378054628129662,38.6891666,-90.0972222
Boltonia_185,0.15995814984010964,0.12022005362555784,40.8852777,-89.4583333
Boltonia_186,0.1809894814984011,0.11586489221079742,40.69584983597212,-89.54394792156027
Boltonia_187,0.13456531521242576,0.12369341528778194,40.0672223,-90.4275
Boltonia_188,0.08846008679762449,0.13165006893107079,40.0672223,-90.4275
Boltonia_189,0.09048041343079032,0.1336636998880666,40.4925,-89.9022222
Boltonia_190,0.167030893101873,0.11794093535853871,38.96139842380207,-90.51481032460988
Boltonia_191,0.13862360210141617,0.12388657309239856,41.045,-89.4311111
Boltonia_192,0.16221664915486522,0.12012276410056658,39.7852777,-90.5902777
Boltonia_193,0.1735426610324349,0.1158797640185909,40.2047222,-90.1994444
Boltonia_194,0.10597338053905893,0.1283515830117188,40.010555600000004,-90.4458333
Boltonia_195,0.1731045180447693,0.11544568545627093,41.045,-89.4311111
Boltonia_196,0.0658267519415258,0.14060807173418347,38.6494444,-90.1161111
Boltonia_197,0.14105182960255824,0.12336916841509563,40.07116308939078,-90.429571958886
Boltonia_198,0.12694804020100503,0.12236167541967546,39.8672223,-90.5533333
Boltonia_200,0.10774739607126542,0.12992544908171452,39.8672223,-90.5533333
Boltonia_201,0.1606506235724075,0.11382330442821748,40.8852777,-89.4583333
Boltonia_202,0.10922711055276382,0.13002233268824495,40.4925,-89.9022222
Boltonia_203,0.12878859753312014,0.1298760927076353,38.6891666,-90.0972222
Boltonia_204,0.12605720420283234,0.12138722469386948,39.8672223,-90.5533333
Boltonia_205,0.26770875970762903,0.0968816157375804,41.34414603458205,-89.55849691836283
Boltonia_207,0.10343069894929191,0.12805193771073453,40.4925,-89.9022222
Boltonia_208,0.11555663316582915,0.12767889693413562,41.045,-89.4311111
Boltonia_209,0.25221931018730015,0.0962420860164585,41.34414603458205,-89.55849691836283
Boltonia_210,0.12096580630424851,0.1288964519756983,38.96139842380207,-90.51481032460988
Boltonia_211,0.10684113978985839,0.13389676251970883,38.86501904919102,-90.22302347588696
Boltonia_212,0.09643229556875285,0.12880696756380858,40.0672223,-90.4275
Boltonia_213,0.10340182046596619,0.12936914915672468,38.86501904919102,-90.22302347588696
Boltonia_214,0.11617532434901781,0.12723420880152528,38.6891666,-90.0972222
Boltonia_215,0.15017047738693468,0.11775489416680082,40.2047222,-90.1994444
Boltonia_217,0.11506177478300594,0.12698563391881884,40.8852777,-89.4583333
Boltonia_218,0.18040152581087254,0.11404504484544077,38.96139842380207,-90.51481032460988
Boltonia_219,0.15356173366834172,0.1162516212536607,40.69584983597212,-89.54394792156027
Boltonia_220,0.10876422338967565,0.1282080066863963,40.0672223,-90.4275
Boltonia_221,0.1062501233439927,0.13003587297848387,41.045,-89.4311111
Boltonia_222,0.10357202375513934,0.1282868946173906,40.69584983597212,-89.54394792156027
Boltonia_224,0.13583142302421197,0.12495732402497035,39.7852777,-90.5902777
Boltonia_225,0.15167693695751486,0.12032379438048757,38.96139842380207,-90.51481032460988
Boltonia_226,0.09489148926450434,0.1357882277767976,38.6494444,-90.1161111
Boltonia_227,0.18144025354042942,0.11246701185764706,40.2047222,-90.1994444
Boltonia_228,0.1305879122887163,0.12452300738626922,41.045,-89.4311111
Boltonia_229,0.10441740977615349,0.12961236023820977,40.7222223,-89.5519444
Boltonia_230,0.12969964824120603,0.1244375324838698,40.7222223,-89.5519444
Boltonia_231,0.09319769757880311,0.1344267541337067,40.4925,-89.9022222
Boltonia_232,0.11769526496116949,0.12777262833828507,40.8852777,-89.4583333
Boltonia_233,0.15962533805390589,0.11885060279766914,41.34414603458205,-89.55849691836283
Boltonia_234,0.0939547144814984,0.13148346444765452,40.07116308939078,-90.429571958886
Boltonia_235,0.100921249428963,0.1306172975397646,40.0672223,-90.4275
Boltonia_236,0.09783943124714481,0.1325090782328176,39.7852777,-90.5902777
Boltonia_237,0.10072547967108268,0.13126416769270932,40.07116308939078,-90.429571958886
Boltonia_238,0.13360664915486523,0.12322757448565946,40.07116308939078,-90.429571958886
Boltonia_239,0.09295514161717679,0.13249804013059033,40.07116308939078,-90.429571958886
Boltonia_240,0.1195311786203746,0.12673427656999997,40.69584983597212,-89.54394792156027
Boltonia_241,0.10642859524897214,0.1303196677532581,40.4925,-89.9022222
Boltonia_242,0.0953257674737323,0.13267000006104865,40.07116308939078,-90.429571958886
Boltonia_243,0.11652889447236181,0.12822664290499383,40.4925,-89.9022222
Boltonia_244,0.12037687071722247,0.12536115515011048,39.8672223,-90.5533333
Boltonia_245,0.10523162859753311,0.13132477003212403,39.8672223,-90.5533333
Boltonia_246,0.18923804476930106,0.11254805795193074,40.2047222,-90.1994444
Boltonia_247,0.12042489949748744,0.12673884134491184,38.86501904919102,-90.22302347588696
Boltonia_248,0.1665563019643673,0.11938879092433449,38.86501904919102,-90.22302347588696
Boltonia_249,0.12357612151667428,0.12420550609211523,40.69584983597212,-89.54394792156027
Boltonia_250,0.29533241662859755,0.09285332094959846,38.96139842380207,-90.51481032460988
Boltonia_251,0.12231245545911375,0.1277354138254292,39.7852777,-90.5902777
Boltonia_253,0.08246803106441297,0.13821723429904353,40.0672223,-90.4275
Boltonia_254,0.18020714709913202,0.114059644546361,39.7852777,-90.5902777
Boltonia_255,0.07275998857925993,0.14190200293104777,38.6494444,-90.1161111
Boltonia_256,0.2046342325262677,0.10680276472022654,39.7852777,-90.5902777
Boltonia_257,0.16690877798081316,0.11693242531070863,40.8852777,-89.4583333
Boltonia_258,0.1294441571493833,0.12452688383808712,41.34414603458205,-89.55849691836283
Boltonia_259,0.19902422110552764,0.11128602409951475,38.96139842380207,-90.51481032460988
Boltonia_260,0.0839866788487894,0.1363299997929478,40.010555600000004,-90.4458333
Boltonia_261,0.13857843535861125,0.12631322722934135,38.86501904919102,-90.22302347588696
Boltonia_262,0.09418598903608953,0.1296448197792319,38.6494444,-90.1161111
Boltonia_263,0.12173698949291914,0.12544713798583063,40.7222223,-89.5519444
Boltonia_264,0.20779191868433075,0.11062023431007631,38.96139842380207,-90.51481032460988
Boltonia_265,0.13231339881224302,0.12604721730939242,40.0672223,-90.4275
Boltonia_267,0.18121314755596163,0.11437783884735557,38.96139842380207,-90.51481032460988
Boltonia_268,0.19345592279579718,0.10997182235246337,41.045,-89.4311111
Boltonia_269,0.09617596847875742,0.1309769975761866,40.8852777,-89.4583333
Boltonia_270,0.10191550022841481,0.1302939548072296,40.4925,-89.9022222
Boltonia_271,0.1855151439013248,0.1095452722239057,40.2047222,-90.1994444
Boltonia_272,0.09831308131566925,0.13132941172940416,40.0672223,-90.4275
Boltonia_273,0.11857687071722248,0.12707629095204648,39.8672223,-90.5533333
Boltonia_274,0.2535942325262677,0.09990470261123105,40.2047222,-90.1994444
Boltonia_275,0.12011857469164001,0.12599297720767375,40.8852777,-89.4583333
Boltonia_276,0.09158977158519872,0.13257593083061503,40.69584983597212,-89.54394792156027
Boltonia_277,0.24386807217907722,0.10004045673684157,39.7852777,-90.5902777
Boltonia_278,0.17651305847418913,0.11177379939853979,39.7852777,-90.5902777
Boltonia_279,0.15375422338967565,0.11830161141774391,38.96139842380207,-90.51481032460988
Boltonia_280,0.1957415714938328,0.10873374095824735,41.34414603458205,-89.55849691836283
Boltonia_281,0.14040756509821836,0.12576477043756767,38.86501904919102,-90.22302347588696
Boltonia_282,0.15287948835084514,0.12011159638521515,41.34414603458205,-89.55849691836283
Boltonia_283,0.07104976930105071,0.1387181501703102,38.6494444,-90.1161111
Boltonia_284,0.12703385792599362,0.12640740581366386,39.7852777,-90.5902777
Boltonia_285,0.11946374143444495,0.12754514379902146,40.0672223,-90.4275
Boltonia_286,0.09854449063499315,0.12920224515661777,39.7852777,-90.5902777
Boltonia_287,0.11839947007766104,0.12888929688307735,40.0672223,-90.4275
Boltonia_288,0.20017009365006852,0.1114489276888945,38.96139842380207,-90.51481032460988
Boltonia_289,0.23077079488350846,0.10552970917686595,40.2047222,-90.1994444
Boltonia_290,0.11873198949291915,0.12597422089480975,40.8852777,-89.4583333
Boltonia_291,0.15183949520328918,0.11897932421864299,41.045,-89.4311111
Boltonia_292,0.09465268158976702,0.12546179097413743,40.69584983597212,-89.54394792156027
Boltonia_293,0.1007518912745546,0.13301783422662516,39.7852777,-90.5902777
Boltonia_294,0.1492641411603472,0.12030955453366333,41.045,-89.4311111
Boltonia_295,0.1119511260849703,0.1307220738203083,39.7852777,-90.5902777
Boltonia_296,0.09916989721333942,0.13494820944298916,40.69584983597212,-89.54394792156027
Boltonia_298,0.12939638876199178,0.12633220414232735,38.86501904919102,-90.22302347588696
Boltonia_299,0.16318017359524897,0.11526367344914382,41.045,-89.4311111
Boltonia_301,0.09548129968021928,0.1355610372550039,40.69584983597212,-89.54394792156027
Boltonia_302,0.21281857925993605,0.10688617731298604,40.07116308939078,-90.429571958886
Boltonia_303,0.12063002969392417,0.13052944266521058,38.6891666,-90.0972222
Boltonia_304,0.10483423481041572,0.13188911134265072,40.8852777,-89.4583333
Boltonia_305,0.09921666514390133,0.1337366343553042,40.4925,-89.9022222
Boltonia_306,0.15745559387848332,0.11909043566168259,40.2047222,-90.1994444
Boltonia_307,0.09098800593878484,0.13512671646104882,40.07116308939078,-90.429571958886
Boltonia_308,0.13705633165829145,0.12776486833037365,38.86501904919102,-90.22302347588696
Boltonia_309,0.12217340338053906,0.12767735826602575,40.69584983597212,-89.54394792156027
Boltonia_310,0.24609398812243033,0.1008201897043592,40.69584983597212,-89.54394792156027
Boltonia_311,0.25306028095020555,0.09939397791017965,40.2047222,-90.1994444
Boltonia_312,0.20939895157606214,0.10688000793161871,40.2047222,-90.1994444
Boltonia_313,0.11793660804020101,0.12791102244954566,40.4925,-89.9022222
Boltonia_315,0.10141764732754682,0.13399341628909847,40.69584983597212,-89.54394792156027
Boltonia_316,0.2608497487437186,0.0974395040171115,41.045,-89.4311111
Boltonia_317,0.1576952695294655,0.11891537690236317,40.7222223,-89.5519444
Boltonia_318,0.12456638190954773,0.12755320751219398,40.4925,-89.9022222
Boltonia_320,0.19470560073092735,0.11129677683278555,38.96139842380207,-90.51481032460988
Boltonia_321,0.07312554362722705,0.14170939513051636,38.6494444,-90.1161111
Boltonia_322,0.09802376427592507,0.13190828203843308,40.4925,-89.9022222
Boltonia_323,0.10617599588853358,0.13056919507672812,40.0672223,-90.4275
Boltonia_324,0.15296894472361808,0.12343194022167778,38.6891666,-90.0972222
Boltonia_325,0.13683350388305163,0.12530510608240117,40.8852777,-89.4583333
Boltonia_326,0.12530744175422567,0.12905507670931285,38.6891666,-90.0972222
Boltonia_327,0.15752740063956144,0.11929149909130096,39.7852777,-90.5902777
Boltonia_329,0.12791622430333485,0.12897922706303866,41.045,-89.4311111
Boltonia_330,0.11418515989036089,0.1270600837770161,40.8852777,-89.4583333
Boltonia_331,0.08393769072635907,0.13578935477147253,40.69584983597212,-89.54394792156027
Boltonia_332,0.17974220648698036,0.11543433621019411,41.34414603458205,-89.55849691836283
Boltonia_334,0.10003550479671083,0.13100618435219982,40.4925,-89.9022222
Boltonia_335,0.1747584467793513,0.11660930008510688,38.96139842380207,-90.51481032460988
Boltonia_336,0.09708474645957058,0.13409410985905956,39.7852777,-90.5902777
Boltonia_337,0.3518470077661032,0.08029071652860377,40.2047222,-90.1994444
Boltonia_338,0.11014804020100502,0.12926919481637403,40.8852777,-89.4583333
Boltonia_339,0.19823763133851074,0.11128407934322869,40.2047222,-90.1994444
Boltonia_341,0.15733055733211512,0.12211566908783579,40.2047222,-90.1994444
Boltonia_342,0.1178690178163545,0.1290267723863797,40.8852777,-89.4583333
Boltonia_343,0.08877014161717679,0.13733023080147852,39.7852777,-90.5902777
Boltonia_344,0.1244359479214253,0.12621713847694174,41.045,-89.4311111
Boltonia_345,0.19306700776610325,0.11329845036455291,41.34414603458205,-89.55849691836283
Boltonia_349,0.1801832846048424,0.11792202219602531,39.7852777,-90.5902777
Boltonia_350,0.1441886272270443,0.11783594972064441,40.2047222,-90.1994444
Boltonia_351,0.13526733211512107,0.1276120238170543,39.7852777,-90.5902777
Boltonia_352,0.1247786432160804,0.12935475742191196,40.7222223,-89.5519444
Boltonia_353,0.12353039515760621,0.1273100879515085,41.34414603458205,-89.55849691836283
Boltonia_354,0.11809311100959342,0.12572956003914218,40.7222223,-89.5519444
Boltonia_355,0.1768429648241206,0.11414522213538769,40.2047222,-90.1994444
Boltonia_356,0.12155286432160804,0.1302223862216712,38.96139842380207,-90.51481032460988
Boltonia_358,0.09748915029693925,0.13430300984260837,39.8672223,-90.5533333
Boltonia_359,0.15850785746916402,0.12311128097375916,38.86501904919102,-90.22302347588696
Boltonia_360,0.15596960941068982,0.1220650930933123,38.96139842380207,-90.51481032460988
Boltonia_361,0.1734497670169027,0.11820988848162652,38.96139842380207,-90.51481032460988
Boltonia_362,0.15555609639104614,0.1198252769054582,41.045,-89.4311111
Boltonia_363,0.10549913430790316,0.1289662452648816,39.8672223,-90.5533333
Boltonia_364,0.10334809502055733,0.1270985195769404,39.8672223,-90.5533333
Boltonia_365,0.16147161260849702,0.12075478919474705,41.34414603458205,-89.55849691836283
Boltonia_366,0.19101022156235725,0.11494291484321568,40.69971137108869,-89.54002817279506
Boltonia_367,0.18176204659661946,0.11895707044085284,38.96139842380207,-90.51481032460988
Boltonia_368,0.07892129739607126,0.14229356910050578,38.6494444,-90.1161111
Boltonia_370,0.10613816582914573,0.12981587297907662,40.8852777,-89.4583333
Boltonia_371,0.10436584741891275,0.12591522387072163,40.07116308939078,-90.429571958886
Boltonia_372,0.23814162631338512,0.10148573824507014,40.07116308939078,-90.429571958886
Boltonia_373,0.15806459342165372,0.12409441874379552,39.7852777,-90.5902777
Boltonia_374,0.17903408634079487,0.11595221457764913,40.2047222,-90.1994444
Boltonia_375,0.12698143444495202,0.12104830381438159,41.045,-89.4311111
Boltonia_376,0.11527182503426223,0.12869784608531662,39.7852777,-90.5902777
Boltonia_377,0.13866013476473277,0.12509998941516784,40.0672223,-90.4275
Boltonia_378,0.1634605893101873,0.11780915787771604,40.010555600000004,-90.4458333
Boltonia_379,0.11110796939241663,0.1310760949740511,40.4925,-89.9022222
Boltonia_380,0.10790137962539972,0.1299492324845448,39.8672223,-90.5533333
