label,index,Date.1,numFlwrB.1,numRayF.1,numDiscF.1,Date.2,numFlwrB.2,numRayF.2,numDiscF.2,Date.3,numFlwrB.3,numRayF.3,numDiscF.3,Date.4,numFlwrB.4,numRayF.4,numDiscF.4,Date.5,numFlwrB.5,numRayF.5,numDiscF.5,Date.6,numFlwrB.6,numRayF.6,numDiscF.6,Date.7,numFlwrB.7,numRayF.7,numDiscF.7,Date.8,numFlwrB.8,numRayF.8,numDiscF.8,Date.9,numFlwrB.9,numRayF.9,numDiscF.9,Date.10,numFlwrB.10,numRayF.10,numDiscF.10,Date.11,numFlwrB.11,numRayF.11,numDiscF.11,Date.12,numFlwrB.12,numRayF.12,numDiscF.12,Date.13,numFlwrB.13,numRayF.13,numDiscF.13,Date.14,numFlwrB.14,numRayF.14,numDiscF.14,Date.15,numFlwrB.15,numRayF.15,numDiscF.15,Date.16,numFlwrB.16,numRayF.16,numDiscF.16,Date.17,numFlwrB.17,numRayF.17,numDiscF.17,Date.18,numFlwrB.18,numRayF.18,numDiscF.18,Date.19,numFlwrB.19,numRayF.19,numDiscF.19,Date.20,numFlwrB.20,numRayF.20,numDiscF.20,numDeadF.20,Date.21,numFlwrB.21,numRayF.21,numDiscF.21,numDeadF.21,Date.22,numFlwrB.22,numRayF.22,numDiscF.22,numDeadF.22,Date.23,numFlwrB.23,numRayF.23,numDiscF.23,numDeadF.23,Date.24,numFlwrB.24,numRayF.24,numDiscF.24,numDeadF.24,Date.25,numFlwrB.25,numRayF.25,numDiscF.25,numDeadF.25,Date.26,numFlwrB.26,numRayF.26,numDiscF.26,numDeadF.26,Date.27,numFlwrB.27,numRayF.27,numDiscF.27,numDeadF.27,Date.28,numFlwrB.28,numRayF.28,numDiscF.28,numDeadF.28,Date.29,numRayF.29,numDiscF.29,numDeadF.29,Date.30,numRayF.30,numDiscF.30,numDeadF.30,Date.31,Surv.31,numRayF.31,numDiscF.31,numDeadF.31,notes.31,Date.32,Surv.32,numRayF.32,numDiscF.32,numDeadF.32,Date.33,Surv.33,numRayF.33,numDiscF.33,numDeadF.33,notes.33,Date.34,Surv.34,numRayF.34,numDiscF.34,numDeadF.34,Date.35,Surv.35,numRayF.35,numDiscF.35,numDeadF.35,notes.35,Date.36,Surv.36,numRayF.36,numDiscF.36,numDeadF.36,Date.37,Surv.37,numRayF.37,numDiscF.37,numDeadF.37,notes.37
10-1-9,123,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,NA,NA,NA,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,N/A,N/A,N/A,N/A,7/22/24,N/A,N/A,N/A,7/25/24,N/A,N/A,N/A,7/31/24,N,N/A,N/A,N/A,,8/7/24,N,N/A,N/A,N/A,8/14/24,N,N/A,N/A,N/A,,8/22/24,N,N/A,N/A,N/A,8/29/24,N,N/A,N/A,N/A,,9/4/24,N,N/A,N/A,N/A,9/12/24,N,N/A,N/A,N/A,Dead
4-6-10,124,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,NA,NA,NA,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,N/A,N/A,N/A,N/A,7/22/24,N/A,N/A,N/A,7/25/24,N/A,N/A,N/A,7/31/24,Y,N/A,N/A,N/A,,8/7/24,Y,N/A,N/A,N/A,8/14/24,Y,N/A,N/A,N/A,,8/22/24,Y,N/A,N/A,N/A,8/29/24,Y,N/A,N/A,N/A,,9/4/24,Y,N/A,N/A,N/A,9/12/24,Y,N/A,N/A,N/A,
6-6-12,125,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,NA,NA,NA,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,N/A,N/A,N/A,N/A,7/22/24,N/A,N/A,N/A,7/25/24,N/A,N/A,N/A,7/31/24,Y,N/A,N/A,N/A,,8/7/24,Y,N/A,N/A,N/A,8/14/24,Y,N/A,N/A,N/A,,8/22/24,Y,N/A,N/A,N/A,8/29/24,Y,N/A,N/A,N/A,,9/4/24,Y,N/A,N/A,N/A,9/12/24,Y,N/A,N/A,N/A,
13-1-2,126,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,NA,NA,NA,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,N/A,N/A,N/A,N/A,7/22/24,0,0,0,7/25/24,0,0,0,7/31/24,Y,0,0,0,,8/7/24,Y,0,0,0,8/14/24,Y,0,0,0,Abnormal stem ,8/22/24,Y,0,0,0,8/29/24,Y,0,0,0,Abnormal stem ,9/4/24,Y,0,0,0,9/12/24,Y,0,0,0,Abnormal stem 
4-3-9,127,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,NA,NA,NA,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,0,0,0,0,7/15/24,0,0,0,0,7/18/24,0,0,0,0,7/22/24,0,0,0,7/25/24,0,0,0,7/31/24,Y,0,0,0,,8/7/24,Y,0,0,0,8/14/24,Y,0,0,0,,8/22/24,Y,1,0,0,8/29/24,Y,10,1,0,,9/4/24,Y,13,1,0,9/12/24,Y,46,31,0,
13-2-3,128,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,NA,NA,NA,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,N/A,N/A,N/A,N/A,7/22/24,N/A,N/A,N/A,7/25/24,N/A,N/A,N/A,7/31/24,Y,N/A,N/A,N/A,,8/7/24,Y,N/A,N/A,N/A,8/14/24,Y,N/A,N/A,N/A,,8/22/24,Y,N/A,N/A,N/A,8/29/24,Y,N/A,N/A,N/A,,9/4/24,Y,N/A,N/A,N/A,9/12/24,Y,N/A,N/A,N/A,
3-1-4,129,5/10/2024,N/A,N/A,N/A,5/13/2024,0,0,0,5/15/2024,0,0,0,5/17/2024,NA,NA,NA,5/20/2024,2,0,0,5/22/2024,1,0,0,5/24/2024,1,1,0,5/27/24,4,1,0,5/29/24,4,1,0,5/31/24,2,3,0,6/3/24,0,4,1,6/5/24,1,4,1,6/7/24,3,3,2,6/10/24,5,1,4,6/12/24,7,1,4,6/14/24,4,2,5,6/17/24,5,2,5,6/19/24,6,0,7,6/21/24,7,1,7,6/24/24,7,3,2,5,6/26/24,9,2,8,0,6/28/24,8,3,9,0,7/1/24,7,2,4,7,7/3/24,9,2,5,5,7/8/24,7,3,6,6,7/11/24,7,3,6,6,7/15/24,9,1,6,7,7/18/24,6,1,4,12,7/22/24,4,6,11,7/25/24,4,4,12,7/31/24,Y,2,11,11,,8/7/24,Y,2,12,11,8/14/24,Y,2,16,13,,8/22/24,Y,21,14,12,8/29/24,Y,21,23,18,,9/4/24,Y,16,49,20,9/12/24,Y,20,69,20,
5-6-11,130,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,NA,NA,NA,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,N/A,N/A,N/A,N/A,7/22/24,N/A,N/A,N/A,7/25/24,N/A,N/A,N/A,7/31/24,Y,N/A,N/A,N/A,,8/7/24,Y,N/A,N/A,N/A,8/14/24,Y,N/A,N/A,N/A,,8/22/24,Y,N/A,N/A,N/A,8/29/24,Y,N/A,N/A,N/A,,9/4/24,Y,N/A,N/A,N/A,9/12/24,Y,N/A,N/A,N/A,
5-3-2,131,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,NA,NA,NA,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,N/A,N/A,N/A,N/A,7/22/24,N/A,N/A,N/A,7/25/24,N/A,N/A,N/A,7/31/24,Y,N/A,N/A,N/A,,8/7/24,Y,N/A,N/A,N/A,8/14/24,Y,N/A,N/A,N/A,,8/22/24,Y,N/A,N/A,N/A,8/29/24,Y,N/A,N/A,N/A,,9/4/24,Y,N/A,N/A,N/A,9/12/24,Y,N/A,N/A,N/A,
6-2-2,132,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,NA,NA,NA,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,N/A,N/A,N/A,N/A,7/22/24,N/A,N/A,N/A,7/25/24,N/A,N/A,N/A,7/31/24,Y,N/A,N/A,N/A,,8/7/24,Y,N/A,N/A,N/A,8/14/24,Y,N/A,N/A,N/A,,8/22/24,Y,N/A,N/A,N/A,8/29/24,Y,N/A,N/A,N/A,,9/4/24,Y,N/A,N/A,N/A,9/12/24,Y,N/A,N/A,N/A,
1-2-4,133,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,NA,NA,NA,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,0,0,0,6/24/24,N/A,N/A,N/A,N/A,6/26/24,0,0,0,0,6/28/24,0,0,0,0,7/1/24,0,0,0,0,7/3/24,0,0,0,0,7/8/24,1,0,0,0,7/11/24,3,0,0,0,7/15/24,5,0,0,0,7/18/24,8,0,0,0,7/22/24,3,0,0,7/25/24,3,0,0,7/31/24,Y,1,3,0,,8/7/24,Y,3,7,0,8/14/24,Y,10,10,0,,8/22/24,Y,19,20,0,8/29/24,Y,40,31,0,,9/4/24,Y,12,48,0,9/12/24,Y,9,67,4,
5-4-7,134,5/10/2024,1,0,0,5/13/2024,2,0,0,5/15/2024,2,0,1,5/17/2024,2,1,0,5/20/2024,2,2,0,5/22/2024,1,2,1,5/24/2024,1,2,1,5/27/24,3,1,3,5/29/24,3,0,4,5/31/24,3,0,4,6/3/24,1,1,4,6/5/24,2,2,4,6/7/24,3,1,5,6/10/24,7,0,7,6/12/24,4,2,7,6/14/24,4,2,7,6/17/24,1,1,8,6/19/24,0,1,10,6/21/24,3,1,9,6/24/24,5,0,4,5,6/26/24,9,0,5,5,6/28/24,13,0,4,7,7/1/24,9,0,1,10,7/3/24,10,0,3,8,7/8/24,7,0,0,9,7/11/24,7,0,2,10,7/15/24,4,2,1,10,7/18/24,5,1,1,10,7/22/24,1,3,10,7/25/24,1,2,11,7/31/24,Y,2,4,9,,8/7/24,Y,3,5,10,8/14/24,Y,0,10,10,,8/22/24,Y,2,9,10,8/29/24,Y,4,12,11,,9/4/24,Y,6,17,10,9/12/24,Y,1,27,14,
9-2-10,135,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,NA,NA,NA,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,N/A,N/A,N/A,N/A,7/22/24,N/A,N/A,N/A,7/25/24,N/A,N/A,N/A,7/31/24,Y,N/A,N/A,N/A,,8/7/24,Y,N/A,N/A,N/A,8/14/24,Y,N/A,N/A,N/A,,8/22/24,Y,N/A,N/A,N/A,8/29/24,Y,N/A,N/A,N/A,,9/4/24,Y,N/A,N/A,N/A,9/12/24,Y,N/A,N/A,N/A,
8-1-8,136,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,NA,NA,NA,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,0,0,0,5/31/24,0,0,0,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,0,0,0,6/10/24,0,0,0,6/12/24,0,0,0,6/14/24,0,0,0,6/17/24,0,0,0,6/19/24,0,0,0,6/21/24,0,0,0,6/24/24,0,0,0,0,6/26/24,0,0,0,0,6/28/24,0,0,0,0,7/1/24,0,0,0,0,7/3/24,0,0,0,0,7/8/24,0,0,0,0,7/11/24,0,0,0,0,7/15/24,0,0,0,0,7/18/24,0,0,0,0,7/22/24,0,0,0,7/25/24,0,0,0,7/31/24,Y,0,0,0,,8/7/24,Y,0,1,0,8/14/24,Y,4,1,0,,8/22/24,Y,62,4,0,8/29/24,Y,62,39,1,,9/4/24,Y,20,87,1,9/12/24,Y,9,135,1,
7-5-7,137,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,NA,NA,NA,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,N/A,N/A,N/A,N/A,7/22/24,N/A,N/A,N/A,7/25/24,N/A,N/A,N/A,7/31/24,Y,N/A,N/A,N/A,,8/7/24,Y,N/A,N/A,N/A,8/14/24,Y,N/A,N/A,N/A,,8/22/24,Y,N/A,N/A,N/A,8/29/24,Y,N/A,N/A,N/A,,9/4/24,Y,N/A,N/A,N/A,9/12/24,Y,N/A,N/A,N/A,
4-1-1,138,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,0,0,0,5/17/2024,0,0,0,5/20/2024,0,0,0,5/22/2024,0,0,0,5/24/2024,0,0,0,5/27/24,0,0,0,5/29/24,0,0,0,5/31/24,0,0,0,6/3/24,0,0,0,6/5/24,0,0,0,6/7/24,0,0,0,6/10/24,0,0,0,6/12/24,0,0,0,6/14/24,0,0,0,6/17/24,0,0,0,6/19/24,0,0,0,6/21/24,0,0,0,6/24/24,0,0,0,0,6/26/24,0,0,0,0,6/28/24,0,0,0,0,7/1/24,0,0,0,0,7/3/24,0,0,0,0,7/8/24,0,0,0,0,7/11/24,0,0,0,0,7/15/24,0,0,0,0,7/18/24,0,0,0,0,7/22/24,0,0,0,7/25/24,0,0,0,7/31/24,Y,0,0,0,,8/7/24,Y,1,1,0,8/14/24,Y,5,2,0,,8/22/24,Y,10,7,0,8/29/24,Y,38,20,0,,9/4/24,Y,16,31,1,9/12/24,Y,4,92,3,
4-3-5,139,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,NA,NA,NA,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,N/A,N/A,N/A,N/A,7/22/24,N/A,N/A,N/A,7/25/24,N/A,N/A,N/A,7/31/24,Y,N/A,N/A,N/A,,8/7/24,Y,N/A,N/A,N/A,8/14/24,Y,N/A,N/A,N/A,,8/22/24,Y,N/A,N/A,N/A,8/29/24,Y,N/A,N/A,N/A,,9/4/24,Y,N/A,N/A,N/A,9/12/24,Y,N/A,N/A,N/A,
1-4-2,140,5/10/2024,N/A,N/A,N/A,5/13/2024,0,0,0,5/15/2024,0,0,0,5/17/2024,1,0,0,5/20/2024,2,0,0,5/22/2024,3,0,0,5/24/2024,2,1,0,5/27/24,4,0,0,5/29/24,3,1,0,5/31/24,2,2,0,6/3/24,1,3,0,6/5/24,2,2,1,6/7/24,2,2,1,6/10/24,1,1,2,6/12/24,2,0,3,6/14/24,1,1,3,6/17/24,1,1,3,6/19/24,1,0,4,6/21/24,2,0,4,6/24/24,4,0,1,3,6/26/24,4,0,4,0,6/28/24,4,1,1,3,7/1/24,3,1,1,3,7/3/24,3,1,1,3,7/8/24,4,0,2,3,7/11/24,4,0,2,3,7/15/24,4,0,2,3,7/18/24,1,0,0,5,7/22/24,1,1,4,7/25/24,0,0,6,7/31/24,Y,0,2,5,,8/7/24,Y,0,1,5,8/14/24,Y,0,1,5,,8/22/24,Y,1,0,6,8/29/24,Y,15,1,7,,9/4/24,Y,7,3,8,9/12/24,Y,21,25,8,
8-6-8,141,5/10/2024,N/A,N/A,N/A,5/13/2024,0,0,0,5/15/2024,0,0,0,5/17/2024,0,0,0,5/20/2024,0,0,0,5/22/2024,0,0,0,5/24/2024,0,0,0,5/27/24,0,0,0,5/29/24,0,0,0,5/31/24,0,0,0,6/3/24,0,0,0,6/5/24,0,0,0,6/7/24,0,0,0,6/10/24,0,0,0,6/12/24,0,0,0,6/14/24,0,0,0,6/17/24,0,0,0,6/19/24,0,0,0,6/21/24,0,0,0,6/24/24,1,0,0,0,6/26/24,1,0,0,0,6/28/24,1,0,0,0,7/1/24,1,0,0,0,7/3/24,1,0,0,0,7/8/24,1,0,0,0,7/11/24,1,0,0,0,7/15/24,1,0,1,0,7/18/24,1,0,1,0,7/22/24,0,1,0,7/25/24,0,1,0,7/31/24,Y,0,1,0,,8/7/24,Y,2,1,0,8/14/24,Y,2,3,0,,8/22/24,Y,13,3,1,8/29/24,Y,26,11,1,,9/4/24,Y,18,25,1,9/12/24,Y,24,55,1,
