label,index,MaternalLine,FlowerHead,PlantingDate,FirstLeafDate,Google_Latitude,Google_Longitude,State,County,variable_name,Date_index,values,Date
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numFlwrB,4,NA,2024-05-22
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numFlwrB,5,NA,2024-05-29
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numFlwrB,6,NA,2024-06-05
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numFlwrB,7,NA,2024-06-12
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numFlwrB,8,NA,2024-06-19
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numLSt,4,0,2024-05-22
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numLSt,5,0,2024-05-29
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numLSt,6,NA,2024-06-05
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numLSt,7,NA,2024-06-12
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numLSt,8,NA,2024-06-19
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numLvs,1,13,2024-05-01
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numLvs,2,16,2024-05-08
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numLvs,3,19,2024-05-15
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numRayF,3,NA,2024-05-15
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numRayF,4,NA,2024-05-22
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numRayF,5,NA,2024-05-29
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numRayF,6,NA,2024-06-05
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numRayF,7,NA,2024-06-12
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numRayF,8,NA,2024-06-19
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numRos,1,1,2024-05-01
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numRos,2,1,2024-05-08
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numRos,3,1,2024-05-15
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numRos,4,1,2024-05-22
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numRos,5,1,2024-05-29
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numRos,6,1,2024-06-05
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numRos,7,1,2024-06-12
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numRos,8,1,2024-06-19
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numStem,1,0,2024-05-01
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numStem,2,0,2024-05-08
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numStem,3,0,2024-05-15
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numStem,4,0,2024-05-22
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numStem,5,0,2024-05-29
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numStem,6,0,2024-06-05
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numStem,7,0,2024-06-12
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numStem,8,0,2024-06-19
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,stemLength,1,NA,2024-05-01
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,stemLength,2,NA,2024-05-08
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,stemLength,3,NA,2024-05-15
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,stemLength,4,NA,2024-05-22
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,stemLength,5,NA,2024-05-29
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,stemLength,6,NA,2024-06-05
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,stemLength,7,NA,2024-06-12
3-4-4,1,2011-2599-1,2,2/29/24,3/7/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,stemLength,8,NA,2024-06-19
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,leafLong,1,9.4,2024-05-01
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,leafLong,2,14.9,2024-05-08
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,leafLong,3,18,2024-05-15
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,leafWide,1,1.9,2024-05-01
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,leafWide,2,1.9,2024-05-08
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,leafWide,3,2.2,2024-05-15
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numDiscF,3,0,2024-05-15
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numDiscF,4,NA,2024-05-22
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numDiscF,5,NA,2024-05-29
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numDiscF,6,NA,2024-06-05
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numDiscF,7,NA,2024-06-12
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numDiscF,8,NA,2024-06-19
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numFlwrB,1,NA,2024-05-01
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numFlwrB,2,0,2024-05-08
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numFlwrB,3,0,2024-05-15
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numFlwrB,4,NA,2024-05-22
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numFlwrB,5,NA,2024-05-29
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numFlwrB,6,NA,2024-06-05
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numFlwrB,7,NA,2024-06-12
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numFlwrB,8,NA,2024-06-19
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numLSt,4,0,2024-05-22
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numLSt,5,0,2024-05-29
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numLSt,6,NA,2024-06-05
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numLSt,7,NA,2024-06-12
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numLSt,8,NA,2024-06-19
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numLvs,1,12,2024-05-01
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numLvs,2,19,2024-05-08
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numLvs,3,23,2024-05-15
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numRayF,3,0,2024-05-15
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numRayF,4,NA,2024-05-22
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numRayF,5,NA,2024-05-29
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numRayF,6,NA,2024-06-05
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numRayF,7,NA,2024-06-12
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numRayF,8,NA,2024-06-19
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numRos,1,1,2024-05-01
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numRos,2,0,2024-05-08
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numRos,3,0,2024-05-15
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numRos,4,1,2024-05-22
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numRos,5,1,2024-05-29
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numRos,6,1,2024-06-05
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numRos,7,1,2024-06-12
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numRos,8,1,2024-06-19
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numStem,1,0,2024-05-01
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numStem,2,1,2024-05-08
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numStem,3,1,2024-05-15
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numStem,4,0,2024-05-22
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numStem,5,0,2024-05-29
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numStem,6,0,2024-06-05
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numStem,7,0,2024-06-12
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,numStem,8,0,2024-06-19
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,stemLength,1,NA,2024-05-01
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,stemLength,2,1.7,2024-05-08
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,stemLength,3,1.2,2024-05-15
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,stemLength,4,NA,2024-05-22
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,stemLength,5,NA,2024-05-29
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,stemLength,6,NA,2024-06-05
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,stemLength,7,NA,2024-06-12
3-4-3,2,2011-2599-1,2,2/29/24,3/6/24,38.651507278988504,-90.10298738781108,Illinois,Saint Clair,stemLength,8,NA,2024-06-19
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,leafLong,1,15.5,2024-05-01
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,leafLong,2,16.7,2024-05-08
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,leafLong,3,16.9,2024-05-15
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,leafWide,1,2.5,2024-05-01
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,leafWide,2,2.7,2024-05-08
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,leafWide,3,2.6,2024-05-15
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numDiscF,3,0,2024-05-15
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numDiscF,4,0,2024-05-22
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numDiscF,5,3,2024-05-29
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numDiscF,6,7,2024-06-05
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numDiscF,7,14,2024-06-12
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numDiscF,8,19,2024-06-19
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numFlwrB,1,0,2024-05-01
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numFlwrB,2,1,2024-05-08
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numFlwrB,3,5,2024-05-15
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numFlwrB,4,9,2024-05-22
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numFlwrB,5,13,2024-05-29
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numFlwrB,6,5,2024-06-05
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numFlwrB,7,9,2024-06-12
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numFlwrB,8,8,2024-06-19
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numLSt,4,6,2024-05-22
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numLSt,5,6,2024-05-29
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numLSt,6,5,2024-06-05
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numLSt,7,5,2024-06-12
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numLSt,8,5,2024-06-19
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numLvs,1,14,2024-05-01
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numLvs,2,24,2024-05-08
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numLvs,3,28,2024-05-15
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numRayF,3,0,2024-05-15
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numRayF,4,3,2024-05-22
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numRayF,5,3,2024-05-29
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numRayF,6,11,2024-06-05
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numRayF,7,5,2024-06-12
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numRayF,8,5,2024-06-19
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numRos,1,0,2024-05-01
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numRos,2,0,2024-05-08
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numRos,3,0,2024-05-15
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numRos,4,0,2024-05-22
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numRos,5,0,2024-05-29
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numRos,6,0,2024-06-05
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numRos,7,0,2024-06-12
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numRos,8,0,2024-06-19
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numStem,1,1,2024-05-01
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numStem,2,1,2024-05-08
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numStem,3,1,2024-05-15
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numStem,4,1,2024-05-22
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numStem,5,1,2024-05-29
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numStem,6,1,2024-06-05
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numStem,7,1,2024-06-12
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,numStem,8,1,2024-06-19
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,stemLength,1,9.4,2024-05-01
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,stemLength,2,22.8,2024-05-08
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,stemLength,3,39.1,2024-05-15
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,stemLength,4,50,2024-05-22
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,stemLength,5,50,2024-05-29
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,stemLength,6,52.5,2024-06-05
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,stemLength,7,53.5,2024-06-12
6-1-12,3,2011-2613-1,6A,2/29/24,3/7/24,40.20813714639404,-90.18724497777134,Illinois,Fulton,stemLength,8,50.4,2024-06-19
4-6-12,4,2011-2659-1,12B,2/29/24,3/6/24,40.07116308939078,-90.429571958886,Illinois,Frederick,leafLong,1,13.1,2024-05-01
4-6-12,4,2011-2659-1,12B,2/29/24,3/6/24,40.07116308939078,-90.429571958886,Illinois,Frederick,leafLong,2,17.6,2024-05-08
4-6-12,4,2011-2659-1,12B,2/29/24,3/6/24,40.07116308939078,-90.429571958886,Illinois,Frederick,leafLong,3,20.2,2024-05-15
4-6-12,4,2011-2659-1,12B,2/29/24,3/6/24,40.07116308939078,-90.429571958886,Illinois,Frederick,leafWide,1,1.6,2024-05-01
4-6-12,4,2011-2659-1,12B,2/29/24,3/6/24,40.07116308939078,-90.429571958886,Illinois,Frederick,leafWide,2,1.7,2024-05-08
4-6-12,4,2011-2659-1,12B,2/29/24,3/6/24,40.07116308939078,-90.429571958886,Illinois,Frederick,leafWide,3,1.8,2024-05-15
4-6-12,4,2011-2659-1,12B,2/29/24,3/6/24,40.07116308939078,-90.429571958886,Illinois,Frederick,numDiscF,3,0,2024-05-15
4-6-12,4,2011-2659-1,12B,2/29/24,3/6/24,40.07116308939078,-90.429571958886,Illinois,Frederick,numDiscF,4,0,2024-05-22
4-6-12,4,2011-2659-1,12B,2/29/24,3/6/24,40.07116308939078,-90.429571958886,Illinois,Frederick,numDiscF,5,0,2024-05-29
4-6-12,4,2011-2659-1,12B,2/29/24,3/6/24,40.07116308939078,-90.429571958886,Illinois,Frederick,numDiscF,6,0,2024-06-05
