MaternalLine,FlowerHead,PlantingDate,FirstLeafDate,TransplantDate,Id,Country,State,County,Latitude,Longitude,Google_cood,Locality,Location Details,label,index,Date.1,Surv.1,numStem.1,numRos.1,stemLength.1,numLvs.1,# latBuds.1,leafLong.1,leafWide.1,numFlwrBud.1,flwrBud.1,Date.2,Surv.2,numStem.2,numRos.2,stemLength.2,numLvs.2,leafLong.2,leafWide.2,flwrBud.2,notes.2,Date.3,numStem.3,numRos.3,stemLength.3,numLvs.3,leafLong.3,leafWide.3,numFlwrB.3,numRayF.3,numDiscF.3,firstFlwr.3,Date.4,Surv.4,numStem.4,numRos.4,numLSt.4,stemLength.4,numFlwrB.4,numRayF.4,numDiscF.4,firstFlwr.4,notes.4,Date.5,Surv.5,numStem.5,numRos.5,numLSt.5,stemLength.5,numFlwrB.5,numRayF.5,numDiscF.5,firstFlwr.5,notes.5,Date.6,Surv..6,numStem.6,numRos.6,numLSt.6,stemLength.6,numFlwrB.6,numRayF.6,numDiscF.6,notes.6,Date.7,Surv.7,numStem.7,numRos.7,numLSt.7,stemLength.7,numFlwrB.7,numRayF.7,numDiscF.7,notes.7,Index2,Date.8,Surv.8,numStem.8,numRos.8,numLSt.8,stemLength.8,numFlwrB.8,numRayF.8,numDiscF.8,notes.8,Taxon,Area,Bed,Position/Spot,Inventory Date,Status,Plant Count,Planting Material Type,Source,Provenance,Property,Ipen,Restriction,Date received,Quantity received,Collector,Collection Num,Collection Date,Sampling method,EO ID,EO number,Property ownership,Notes on Habitat and soil,Mother Plant/Maternal Pop,Family,Seed/Lot #,Index Seminum Year
2011-2598-1,L12A,2/29/24,3/8/24,4/12/24,1180001,United States,Illinois,Jersey,NA,NA,"38.961398423802066, -90.51481032460987",NA,"Gilbert Lake, Maternal lines = 32, Seedheads = 98; 6 packets",8-2-5,190,5/1/2024,Y,1,0,7.4,18,2,12.6,2.4,0,N,5/8/2024,Y,1,1,20.1,24,14.7,2.5,Y,NA,5/15/2024,1,1,36.6,31,13.6,1.9,3,0,0,NA,5/22/2024,Y,1,1,3,44.6,1,2,0,NA,NA,5/29/2024,Y,1,1,4,46.1,3,1,2,NA,NA,6/5/24,Y,1,1,4,45.6,4,0,3,NA,6/12/24,Y,1,1,3,46.4,0,2,5,3 of 5 discs senesced,190,6/19/24,Y,1,1,3,46.3,1,1,7,NA,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,9628,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,98,Smith,s.n.,08 Nov 1997,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
2011-2598-1,S16A,2/29/24,3/7/24,4/12/24,1180001,United States,Illinois,Jersey,NA,NA,"38.961398423802066, -90.51481032460987",NA,"Gilbert Lake, Maternal lines = 32, Seedheads = 98; 6 packets",9-3-4,210,5/1/2024,Y,0,1,NA,11,0,7.4,0.9,NA,NA,5/8/2024,Y,0,1,NA,12,9,1.3,NA,NA,5/15/2024,0,1,NA,14,13.2,1.6,NA,NA,NA,NA,5/22/2024,Y,0,1,0,NA,NA,NA,NA,NA,NA,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,NA,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,210,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,9628,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,98,Smith,s.n.,08 Nov 1997,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
2011-2598-1,L14A,2/29/24,3/8/24,4/12/24,1180001,United States,Illinois,Jersey,NA,NA,"38.961398423802066, -90.51481032460987",NA,"Gilbert Lake, Maternal lines = 32, Seedheads = 98; 6 packets",3-6-9,218,5/1/2024,Y,0,1,NA,9,0,14.8,1.8,NA,NA,5/8/2024,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,A whole datasheet was left blank.,5/15/2024,0,1,NA,13,24.6,2.1,NA,NA,NA,NA,5/22/2024,Y,0,1,0,NA,NA,NA,NA,NA,NA,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,NA,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,218,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,9628,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,98,Smith,s.n.,08 Nov 1997,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
2011-2598-1,S6B,2/29/24,3/8/24,4/12/24,1180001,United States,Illinois,Jersey,NA,NA,"38.961398423802066, -90.51481032460987",NA,"Gilbert Lake, Maternal lines = 32, Seedheads = 98; 6 packets",8-5-8,225,5/1/2024,Y,1,0,6.2,18,4,13.5,3,0,N,5/8/2024,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,A whole datasheet was left blank.,5/15/2024,1,3,32.7,32,15.7,2.6,0,0,0,NA,5/22/2024,Y,1,1,3,51.3,4,0,0,NA,NA,5/29/2024,Y,1,3,5,62.2,6,2,0,NA,NA,6/5/24,Y,1,3,4,61.4,3,3,1,NA,6/12/24,Y,1,1,3,62.4,2,3,4,NA,225,6/19/24,Y,1,2,4,62.8,3,0,7,NA,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,9628,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,98,Smith,s.n.,08 Nov 1997,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
2011-2598-1,S6B,2/29/24,3/6/24,4/12/24,1180001,United States,Illinois,Jersey,NA,NA,"38.961398423802066, -90.51481032460987",NA,"Gilbert Lake, Maternal lines = 32, Seedheads = 98; 6 packets",8-5-7,250,5/1/2024,Y,1,0,4.4,24,5,12,1.9,0,N,5/8/2024,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,A whole datasheet was left blank.,5/15/2024,2,3,20.9,49,13.5,1.6,1,0,0,NA,5/22/2024,Y,2,0,3,37.2,2,1,0,NA,NA,5/29/2024,Y,2,0,5,42.2,4,1,1,NA,NA,6/5/24,Y,2,0,4,42.6,3,1,2,NA,6/12/24,Y,2,0,2,42.2,3,2,3,NA,250,6/19/24,Y,2,0,4,54.5,3,3,4,NA,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,9628,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,98,Smith,s.n.,08 Nov 1997,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
2011-2598-1,S10D,2/29/24,3/6/24,4/12/24,1180001,United States,Illinois,Jersey,NA,NA,"38.961398423802066, -90.51481032460987",NA,"Gilbert Lake, Maternal lines = 32, Seedheads = 98; 6 packets",9-1-9,259,5/1/2024,Y,1,0,1.3,11,0,8.8,1.6,0,N,5/8/2024,Y,0,1,NA,13,17.4,1.4,NA,NA,5/15/2024,1,0,2,16,23.7,1.5,0,0,0,NA,5/22/2024,Y,0,1,0,NA,NA,NA,NA,NA,NA,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,NA,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,259,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,9628,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,98,Smith,s.n.,08 Nov 1997,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
2011-2598-1,S15B,2/29/24,3/9/24,4/12/24,1180001,United States,Illinois,Jersey,NA,NA,"38.961398423802066, -90.51481032460987",NA,"Gilbert Lake, Maternal lines = 32, Seedheads = 98; 6 packets",5-4-10,264,5/1/2024,Y,0,1,NA,9,0,12.1,1.4,NA,NA,5/8/2024,Y,0,1,NA,16,17.2,1.7,NA,NA,5/15/2024,0,1,NA,15,22.1,1.3,NA,NA,NA,NA,5/22/2024,Y,0,1,0,NA,NA,NA,NA,NA,NA,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,NA,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,264,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,9628,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,98,Smith,s.n.,08 Nov 1997,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
2011-2598-1,S11C,2/29/24,3/7/24,4/12/24,1180001,United States,Illinois,Jersey,NA,NA,"38.961398423802066, -90.51481032460987",NA,"Gilbert Lake, Maternal lines = 32, Seedheads = 98; 6 packets",2-1-12,267,5/1/2024,Y,0,1,NA,10,0,11.4,1.6,NA,NA,5/8/2024,Y,0,1,NA,12,17.6,1.9,NA,NA,5/15/2024,0,1,NA,14,24.1,2,NA,NA,NA,NA,5/22/2024,Y,0,1,0,NA,NA,NA,NA,NA,NA,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,NA,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,267,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,9628,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,98,Smith,s.n.,08 Nov 1997,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
2011-2598-1,S11C,2/29/24,3/7/24,4/12/24,1180001,United States,Illinois,Jersey,NA,NA,"38.961398423802066, -90.51481032460987",NA,"Gilbert Lake, Maternal lines = 32, Seedheads = 98; 6 packets",2-2-1,279,5/1/2024,Y,1,0,5.8,15,10,13.2,2.4,0,N,5/8/2024,Y,1,0,22.7,28,13.2,2.3,0,NA,5/15/2024,1,1,39.5,40,14.2,2.6,1,0,0,NA,5/22/2024,Y,1,1,5,58.5,9,1,0,NA,NA,5/29/2024,Y,1,1,6,60.5,8,4,1,NA,NA,6/5/24,Y,2,0,5,60.3,7,4,4,Two discs nearing senescence,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,NA,279,6/19/24,Y,1,1,4,60.1,4,4,11,NA,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,9628,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,98,Smith,s.n.,08 Nov 1997,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
2011-2598-1,L12A,2/28/24,3/5/24,4/12/24,1180001,United States,Illinois,Jersey,NA,NA,"38.961398423802066, -90.51481032460987",NA,"Gilbert Lake, Maternal lines = 32, Seedheads = 98; 6 packets",1-3-10,288,5/1/2024,Y,1,0,8,18,12,13.7,2,0,N,5/8/2024,Y,1,3,18.4,42,13.6,2.1,0,Dry,5/15/2024,1,3,21.8,56,13.8,22,3,0,0,NA,5/22/2024,Y,1,3,4,27.8,8,1,0,NA,NA,5/29/2024,Y,1,3,9,28.3,7,3,1,NA,NA,6/5/24,Y,2,2,6,27.7,4,4,4,NA,6/12/24,Y,1,3,3,27.9,0,3,8,NA,288,6/19/24,Y,1,3,3,26.5,2,0,10,NA,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,9628,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,98,Smith,s.n.,08 Nov 1997,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
2011-2598-1,L13B,2/29/24,3/21/24,4/12/24,1180001,United States,Illinois,Jersey,NA,NA,"38.961398423802066, -90.51481032460987",NA,"Gilbert Lake, Maternal lines = 32, Seedheads = 98; 6 packets",2-6-7,297,5/1/2024,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/8/2024,N,NA,NA,NA,NA,NA,NA,NA,Empty pot,5/15/2024,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5/22/2024,Y,0,0,0,NA,NA,NA,NA,NA,NA,5/29/2024,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/5/24,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,6/12/24,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,297,6/19/24,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,9628,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,98,Smith,s.n.,08 Nov 1997,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
